社員ID,名字,名前,名字フリガナ,名前フリガナ,生年月日（西暦）,入社年月,エンジニア歴,扱える言語,経歴,研修の受講歴,技術力,受講態度,コミュニケーション能力,リーダーシップ,備考,更新日
ADS5Y7H,新田,良史,ニッタ,リョウシ,1960年2月5日,1992年3月19日,30,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
2XDJEBL,石川,大輔,イシカワ,ダイスケ,1961年3月6日,1981年2月17日,34,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
BXD46SI,森川,紘和,モリカワ,ヒロカズ,1978年10月21日,2003年6月18日,173,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
VKQP8N9,阿部,千代,アベ,チヨ,2013年11月14日,2045年2月18日,268,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
CSPGN7G,岩本,正博,イワモト,マサヒロ,1980年11月9日,2000年11月5日,413,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
OIZKKC4,白戸,直人,シラト,ナオト,1987年2月23日,2008年11月22日,176,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
YFXNT95,今川,久美子,イマガワ,クミコ,1979年1月24日,1998年10月20日,351,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
VAAX24W,堀川,宏二,ホリカワ,コウジ,1961年4月19日,1989年5月24日,367,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
9P2WGPY,井上,奈津子,イノウエ,ナツコ,1996年4月14日,2028年3月31日,309,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
FPSRZWR,石村,伸一,イシムラ,シンイチ,2000年9月26日,2029年11月13日,154,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
P9HOYBA,廣井,幸広,ヒロイ,サチヒロ,1972年4月9日,2002年11月29日,81,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
M53U5PY,古森,陽一,コモリ,ヨウイチ,1998年2月11日,2024年11月15日,226,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
QVHVJYI,林,志保,ハヤシ,シホ,2013年9月21日,2040年6月2日,123,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
OZGKC6V,黒沼,昌,クロヌマ,アキラ,1989年3月22日,2012年10月26日,232,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
DQGFOYA,松浦,麻子,マツウラ,マコ,1969年9月22日,2002年5月5日,105,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
AGU2VQM,伊藤,鉄平,イトウ,テッペイ,1985年10月25日,2015年1月6日,439,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
1K48ZOL,榎戸,秀志,エノト,シュウシ,2004年7月9日,2029年9月14日,557,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
PBR5PMR,田原,伸吾,タハラ,シンゴ,2007年2月3日,2032年6月29日,52,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
WYVOLQB,尾崎,仁,オザキ,ジン,1972年5月5日,1992年12月23日,170,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
S3TOLNB,竹村,裕,タケハラ,ユウ,1994年5月5日,2015年2月2日,251,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
3LR23DI,小沼,哲,コヌマ,テツ,1999年11月23日,2027年8月25日,246,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
8CJIJJ5,篠原,秀明,シノハラ,ヒデアキ,2011年1月4日,2036年9月27日,225,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
MYO9C8C,上野,奈央,ウエノ,ナオ,1981年5月1日,2001年1月13日,292,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
MTD2AC8,安藤,良夫,アンドウ,ヨシオ,1993年3月11日,2013年10月24日,338,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
VD0AYLK,山田,達也,ヤマダ,タツヤ,2002年6月5日,2032年5月9日,377,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
SIWMYYB,吉岡,雅昭,ヨシオカ,マサテル,1976年2月3日,2008年5月9日,486,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
QHBYTX4,関口,真弥,セキグチ,マヤ,1976年8月13日,1999年11月30日,577,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
35LHCDK,浅野,孝司,アサノ,コウシ,1983年11月21日,2007年5月24日,238,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
TFW2I6A,大林,毅,オオバヤシ,ツヨシ,1976年1月22日,1997年1月10日,175,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
9H655VQ,須田,展子,スダ,テンコ,2000年4月22日,2030年3月7日,214,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
G0C09SQ,大城,敏之,オオシロ,トシノリ,1981年2月8日,2013年10月4日,592,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
X6RY7JI,田中,雪,タナカ,ユキ,1979年1月9日,1999年4月23日,242,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
O7CH6OD,田中,章夫,タナカ,ノリオ,1982年5月1日,2003年11月14日,166,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
A4MYB5C,宮崎,奈穂,ミヤサキ,ナホ,2003年3月13日,2029年10月12日,294,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
AD5KKO1,佐藤,直樹,サトウ,ナオキ,1984年2月28日,2005年2月15日,498,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
D9VD9PI,岡部,大介,オカベ,ダイスケ,2011年1月5日,2033年6月7日,132,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
Y5TPZ09,齋藤,真,サイトウ,マコト,1963年2月18日,2014年3月22日,440,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
3DY3T8R,中庭,奈緒,ナカニワ,ナオ,1983年4月13日,2021年5月11日,510,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
XN6I359,中矢,由菜,ナカヤ,ユナ,1972年2月18日,2001年10月8日,313,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
MPSBDKK,土岐,大輔,ドキ,ダイスケ,1962年7月15日,1997年10月29日,351,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
DH8YTR2,長谷川,裕子,ハセガワ,ユウコ,1997年1月24日,2022年9月2日,117,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
BO28TSI,中村,淳美,ナカムラ,ジュンミ,1992年10月20日,2020年1月23日,441,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
TKA67RG,林,友美,ハヤシ,ユミ,1970年12月8日,1988年5月30日,560,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
24HWQEZ,中杉,信一郎,ナカスギ,シンイチロウ,1977年1月24日,2007年12月15日,249,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
O8BYM9J,村松,絢,マツムラ,アヤ,1999年11月9日,2021年7月18日,221,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
DB7QFOY,町田,智,マチダ,サトシ,2000年12月11日,2023年3月6日,291,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
TD92F3V,太田,美恵子,フトダ,ミエコ,1970年6月4日,2004年8月11日,455,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
HCP3QSN,丹下,弘之,タンシタ,ヒロノリ,1974年8月4日,2014年3月20日,163,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
THZRPGS,橋本,拓磨,ハシモト,タクマ,1962年2月5日,2023年2月6日,95,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
FPXQUIZ,井上,忠,イノウエ,タダシ,1970年1月18日,2002年6月21日,208,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
WTUTDA9,宮脇,潤,ミヤワキ,ジュン,2000年2月11日,2018年12月31日,504,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
L51CZWV,麓,祐志,ウララ,ユウシ,1996年8月9日,2021年10月9日,597,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
IWD3KUA,江橋,美子,エバシ,ミコ,1977年11月25日,2007年7月17日,238,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
MYYEX6W,赤沼,裕,アカヌマ,ユウ,1965年12月19日,1997年4月2日,63,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
ACGKT3G,山野,正,ヤマノ,タダシ,1974年11月30日,1995年1月10日,454,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
9QMIEKJ,森,恭一,モリ,キョウイチ,1984年8月21日,2008年2月24日,507,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
78GUQ5T,河合,裕,カワイ,ユウ,1977年6月8日,2007年4月8日,466,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
DQB8W16,宮城,貴志,ミヤギ,タカシ,1997年1月27日,2018年8月23日,33,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
5CEXDXN,桑田,和明,クワタ,カズアキ,1977年7月8日,2013年12月2日,212,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
45XKYZZ,田辺,麻里奈,タナベ,マリナ,1993年2月12日,2013年8月31日,5,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
61TXSFL,酒井,麻理,サカイ,マリ,1999年4月19日,2020年4月15日,503,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
2B6L7WF,柴木,明美,シバキ,アケミ,1965年9月26日,1994年6月2日,343,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
IPCVDVL,森田,克典,モリタ,アキノリ,1967年8月8日,1991年12月1日,127,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
6TIXJNU,新妻,典子,シンヅマ,ノリコ,1970年3月23日,2009年11月6日,598,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
Q246PVG,松本,亮太朗,マツモト,リョウタロウ,1981年4月6日,2017年4月19日,93,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
AHRMO99,甲斐,直人,カイ,ナオト,1982年6月22日,2000年11月16日,409,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
9T04OWK,岩野,純子,イワノ,ジュンコ,1980年4月16日,2000年8月21日,537,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
IUHRIB2,松永,晃子,マツナガ,アキコ,1962年2月23日,2004年3月21日,271,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
O5OQC5A,山田,俊夫,ヤマダ,トシオ,1992年8月1日,2011年6月27日,379,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
UOYPHZS,村本,英樹,ムラモト,ヒデキ,1970年6月30日,1996年6月24日,493,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
XXFC6X7,山崎,淳,ヤマザキ,ジュン,1998年11月4日,2017年3月3日,558,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
LA683X0,喜多,昭,キタ,ショウ,1979年1月3日,2018年3月24日,448,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
8HMXDVL,河村,智彦,カワムラ,トモヒコ,1996年11月18日,2023年3月28日,454,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
XLDMGJT,木村,直哉,キムラ,ナオヤ,1995年2月18日,2021年1月3日,381,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
HOGOG6O,西川,浩,ニシカワ,ヒロシ,1995年3月24日,2022年12月15日,236,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
9PAYXJY,瀧澤,かおる,タキザワ,カオル,1974年3月19日,2021年8月19日,588,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
KUFAX2D,今井,裕章,イマイ,ユウショウ,1987年12月17日,2010年11月12日,189,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
P5UCTMZ,鴇田,麻衣子,カモダ,マイコ,1987年2月5日,2018年5月23日,286,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
IYGI14V,久保,裕次郎,クボ,ユウジロウ,1980年6月7日,1999年6月11日,499,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
9VCAO1I,関,奈穂,セキ,ナホ,1992年11月9日,2018年2月26日,24,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
M6PBEML,福井,洋,フクイ,ヒロシ,1975年10月3日,2005年8月20日,340,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
L2FR14U,白井,信明,シライ,ノブアキ,1973年12月29日,2000年11月29日,434,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
LYN7LVK,富沢,健二,トミサワ,ケンジ,1996年1月28日,2022年3月13日,235,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
MWX4164,大崎,聡,オオザキ,サトシ,1999年4月4日,2022年7月26日,438,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
2QKN1IU,板倉,晃,イタクラ,アキラ,1999年8月14日,2018年2月23日,467,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
SMXASC8,水野,裕美子,ミズノ,ユミコ,1984年5月16日,2015年3月7日,399,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
JOCCAWJ,佐藤,龍也,サトウ,タツヤ,1976年4月28日,2018年7月13日,348,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
R67KHEJ,吉成,豊,フルナリ,ユタカ,1972年7月10日,1995年7月27日,341,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
RHIFFGS,田崎,菜奈,タザキ,ナナ,1975年2月24日,2015年2月13日,573,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
AA3Q0TP,武田,嘉一,タケダ,キイチ,1998年8月28日,2019年2月8日,130,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
CGJFG1H,星,由佳,ホシ,ユカ,1988年5月21日,2007年1月17日,190,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
K8VPUT9,中谷,哲也,ナカタニ,テツヤ,1971年12月6日,2017年2月15日,64,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
0A2FR75,吉本,麻理恵,ヨシモト,マリエ,1974年4月24日,2010年8月6日,502,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
XE3LDBS,川島,学,カワシマ,マナブ,1966年1月3日,2016年7月11日,362,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
ZV7PGOK,浜田,和明,ハマダ,カズアキ,1961年4月24日,2023年4月3日,197,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
HLCGOO5,林,俊也,ハヤシ,シュンヤ,1997年11月6日,2021年10月21日,266,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
R3UYOW0,松田,健介,マツダ,ケンスケ,1969年6月8日,1990年4月24日,529,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
OQ864WO,加藤,美紀子,カトウ,ミキコ,1961年12月1日,2011年2月10日,17,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
ELY6VQ3,福山,大輔,フクヤマ,ダイスケ,1960年3月15日,2009年12月13日,392,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
LAEIKKK,清川,恭子,キヨカワ,キョウコ,1968年5月13日,2004年2月10日,79,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
8SLMTGF,山下,孝介,ヤマシタ,コウスケ,1977年10月26日,2020年1月9日,384,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
QI0LBRO,吉岡,恭子,ヨシオカ,キョウコ,1964年3月28日,1992年6月27日,178,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
C13VXSY,戸塚,雪乃,トヅカ,ユキノ,1971年7月7日,2000年7月27日,596,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
EF6QEGM,葛谷,麻衣,クズタニ,マイ,1960年3月24日,1981年5月25日,592,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
Q5ZSM7G,岸本,梢,キシモト,コズエ,1986年9月21日,2022年3月30日,585,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
53H8KXA,川崎,康,カワザキ,タカシ,1993年4月29日,2018年1月30日,188,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
HZS5ESW,村井,雄一朗,ムライ,ユウイチロウ,1996年7月9日,2018年12月20日,375,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
6EBAWAJ,水野,直毅,ミズノ,ナオキ,1963年7月7日,1995年7月7日,307,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
2XPLWIA,漆山,京子,ウルシヤマ,キョウコ,1986年9月6日,2004年8月6日,157,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
POLEG4B,吉田,健二,ヨシダ,ケンジ,1994年6月15日,2017年5月29日,212,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
S2P60KE,渡邉,友紀,ワタナベ,ユキ,1979年4月13日,2005年5月2日,45,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
KX7NUIF,大平,宏隆,オオヒラ,ヒロタカ,1990年10月18日,2018年3月29日,297,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
KHI5W8C,木村,裕之,キムラ,ユウノ,1969年3月14日,2023年10月12日,599,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
MMQW4L9,松元,祐香,マツモト,ユカ,1976年9月27日,1998年4月3日,376,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
26X53Y0,中川,久男,ナカガワ,ヒサオ,1990年3月21日,2012年3月19日,387,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
AG8YW0R,篠原,孝治,フジハラ,コウジ,2000年10月22日,2021年2月2日,67,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
Z9YOD9Q,増田,愛実,マスダ,マナミ,1980年12月2日,2009年10月19日,412,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
HSM5ZU2,森,由美,モリ,ユミ,1962年10月25日,2009年10月16日,597,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
9QDO86L,小林,健児,コバヤシ,ケンジ,1961年11月29日,2012年10月29日,155,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
7IVCLRI,忍田,徹,シノダ,テツ,1973年12月29日,2021年1月8日,591,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
N2MNJMP,武市,康行,タケイチ,ヤスユキ,1996年6月22日,2023年1月23日,530,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
LIZNPHU,鈴木,奈緒子,スズキ,ナオコ,1971年11月28日,2018年2月4日,408,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
KNU4C6A,牧,優,マキ,ユウ,1997年5月18日,2016年5月14日,227,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
JLZMOYV,市川,千紘,イチカワ,チヒロ,1962年7月20日,1986年3月7日,390,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
Y1GFQ79,矢野,宏樹,ヤノ,ヒロキ,1963年6月25日,1986年12月25日,555,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
YS3SSYY,池田,尚史,イケダ,ナオシ,1996年1月18日,2016年5月27日,16,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
ASWR27U,黒木,美智,クロキ,ミチ,1964年7月27日,2008年1月28日,524,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
4WJE2DF,村上,恭一,ムラカミ,キョウイチ,1986年2月16日,2019年12月5日,471,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
JYC4APM,奥野,ゆうな,オクノ,ユウナ,1989年12月6日,2008年11月12日,257,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
O0B6SZQ,山崎,英明,ヤマザキ,ヒデアキ,1988年4月18日,2006年12月7日,360,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
OGCW4NG,和泉,広樹,イズミ,ヒロキ,1998年4月16日,2018年10月25日,513,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
ENSFBFN,古田,幸子,フルダ,サチコ,1992年3月3日,2012年11月12日,257,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
ILQZCW9,鈴木,彩乃,スズキ,アヤノ,1992年10月1日,2014年6月22日,251,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
KUKY77Z,田中,徹,タナカ,テツ,1966年2月2日,1989年2月22日,10,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
OKZ4803,田口,公美子,タグチ,クミコ,1985年7月4日,2006年6月6日,143,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
G0BLN29,西塚,睦美,ニシヅカ,ムツミ,1973年6月13日,2023年8月24日,489,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
MTYNVX0,坂本,潤一郎,サカモト,ジュンイチロウ,1971年11月5日,2023年4月18日,81,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
4T4GREI,本藤,真一郎,ホンドウ,シンイチロウ,1991年1月5日,2022年11月1日,341,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
ZJZ8IZ9,武内,邦彦,タケウチ,クニヒコ,1980年12月26日,2019年11月27日,285,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
HU1YLWS,馬場,敏子,ババ,トシコ,1971年3月6日,2015年6月5日,277,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
RXY7SG1,木村,聡,キムラ,サトシ,1990年9月27日,2022年4月18日,64,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
SAEQVQW,古木,真梨子,フルキ,マリコ,1963年7月6日,2016年2月27日,96,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
94XSM6C,今田,輝夫,イマダ,テルオ,1995年10月31日,2010年4月18日,431,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
02ES5IM,岩崎,美幸,イワサキ,ミユキ,1990年9月16日,2020年10月25日,429,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
Q9ES552,中西,孝博,ナカニシ,タカヒロ,1968年3月22日,2021年5月26日,374,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
TI50UCK,前田,貴之,マエダ,タカノリ,1977年11月26日,2012年10月9日,239,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
